ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.6054,4.1563,9.2267,-0.7741,3.3285,9.192,0.1773,0.7555,-0.198,0.0102,-0.035,-0.0708,3598,-20.56,5.44,-21.53,63.3,-19.64,4.91,3.1,983.34,55.324,42.49808,-83.4404,793.88,912.5245476,,4.36,10.374194,116.8,18 / 18,41518,2018-07-24 13:16:05:106
-0.4953,3.9051,9.6168,-0.7893,3.4008,9.1642,0.4301,0.6189,0.0853,0.0027,-0.106,-0.15,3612,-19.11,5.15,-21.54,60.83,-20.25,5.2,3.1,983.3,58.117,42.49808,-83.4404,793.88,912.5245476,,4.36,10.374194,116.8,18 / 18,42019,2018-07-24 13:16:05:607
0.682,3.5653,9.5354,-0.5026,3.4397,9.1698,1.241,0.0888,0.7758,0.0361,-0.1386,-0.2942,3635,-17.69,3.38,-20.78,63.11,-20.51,3.54,3.1,983.32,56.239,42.498074,-83.44038,794.09,912.5245476,,8.1,10.374194,124.8,18 / 18,42519,2018-07-24 13:16:06:107
-0.0694,3.2734,8.7793,-0.5794,3.6255,9.0934,1.2827,-0.3683,-0.6177,0.1088,-0.14,-0.4373,3558,-16.16,2.54,-20.66,59.87,-21.18,3.52,3.1,983.35,57.499,42.498074,-83.44038,794.09,912.5245476,,8.1,10.374194,124.8,18 / 18,43019,2018-07-24 13:16:06:607
1.4955,3.8644,8.674,-0.5186,3.8714,8.9952,2.1029,-0.0089,-0.7407,0.0754,-0.1877,-0.5589,3535,-11.38,0.52,-18.58,55.96,-23.25,3.3,3.1,983.32,61.778,42.498047,-83.44035,795.99,912.5245476,,12.92,10.374194,142.8,18 / 18,43518,2018-07-24 13:16:07:106
1.9167,4.1252,9.7029,-0.595,3.922,8.9685,2.1212,-0.033,0.6532,0.0652,-0.2315,-0.585,3413,-8.18,1.13,-17.67,49.95,-23.28,4.1,3.1,983.3,59.447,42.498047,-83.44035,795.99,912.5245476,,12.92,10.374194,142.8,18 / 18,44018,2018-07-24 13:16:07:606
1.2419,4.4674,6.9966,-0.6485,4.1351,8.8685,1.485,0.2542,-0.5935,0.0446,-0.1233,-0.4078,3414,-2.69,3.11,-18.82,22.08,-24.61,3.87,3.1,983.31,59.764,42.498013,-83.44034,795.75,912.5245476,,15.59,10.374194,176.1,18 / 18,44519,2018-07-24 13:16:08:107
-0.6652,4.6756,8.8822,-0.8245,4.1664,8.8392,0.4033,0.4817,-0.3,0.0304,-0.0197,-0.1523,3376,2.8,2.46,-24.43,356.1,-24.84,4.9,3.1,983.26,59.136,42.498013,-83.44034,795.75,912.5245476,,15.59,10.374194,176.1,18 / 18,45018,2018-07-24 13:16:08:606
-1.8521,3.9577,7.5278,-0.8928,4.1125,8.8578,-0.304,0.0592,-0.1432,-0.0313,0.0131,-0.0641,3362,0.31,4.17,-20.47,9.32,-24.93,5.66,3.1,983.29,63.292,42.49796,-83.44037,795.32,912.5245476,,20.74,10.374194,198.4,18 / 18,45518,2018-07-24 13:16:09:106
-1.3208,4.5392,9.1262,-0.9522,4.106,8.8546,-0.3029,0.0022,0.5743,-0.0513,0.0137,0.0072,3331,0.52,4.54,-18.56,4.69,-25.09,6.12,3.1,983.28,62.738,42.49796,-83.44037,795.32,912.5245476,,20.74,10.374194,198.4,18 / 18,46018,2018-07-24 13:16:09:606
-1.0002,3.9936,8.8487,-0.969,4.0421,8.8822,-0.3027,-0.717,-0.6805,0.0607,0.0115,0.0141,3248,0.68,3.52,-19.15,5.31,-24.34,6.23,3.1,983.27,62.128,42.4979,-83.4404,795.38,912.5245476,,25.88,10.374194,202.2,17 / 18,46518,2018-07-24 13:16:10:106
-1.5075,3.6873,8.0806,-1.0016,4.0031,8.8962,-0.2151,-0.2297,-0.1461,-4.00E-04,0.0088,0.0186,3335,0.39,5.26,-18.41,9.58,-24.31,6.42,3.1,983.24,64.218,42.4979,-83.4404,795.38,912.5245476,,25.88,10.374194,202.2,17 / 18,47018,2018-07-24 13:16:10:606
-1.5577,3.6562,8.7314,-0.9815,3.9819,8.9079,-0.4248,-0.588,0.2618,0.0013,0.0037,0.0161,3312,0.22,4.23,-21.51,10.88,-23.96,6.29,3.1,983.23,63.883,42.497833,-83.44044,795.63,912.5245476,,29.59,10.374194,201.2,17 / 18,47518,2018-07-24 13:16:11:106
-1.7157,2.9958,9.9182,-0.9808,3.7562,9.0055,-0.2692,-0.9402,0.1126,-0.0201,0.0381,0.0226,3377,1.76,4.81,-17.13,359.33,-23.12,6.27,3.1,983.13,62.492,42.497833,-83.44044,795.63,912.5245476,,29.59,10.374194,201.2,17 / 18,48018,2018-07-24 13:16:11:606
-1.0074,2.7733,9.7388,-1.0016,3.5769,9.0759,0.0177,-1.2772,0.8405,0.019,0.0192,0.0318,3380,0.49,5.22,-19.21,10.17,-21.51,6.27,3.1,983.16,63.404,42.497757,-83.44048,794.21,912.5245476,,32.15,10.374194,199.4,17 / 18,48519,2018-07-24 13:16:12:107
-1.1797,2.2014,9.6335,-1.0134,3.4229,9.1339,-0.1012,-1.0739,0.5468,-0.0071,0.0233,0.0353,3366,1.36,3.57,-18.54,5.93,-20.65,6.28,3.1,983.16,62.925,42.497757,-83.44048,794.21,912.5245476,,32.15,10.374194,199.4,17 / 18,49018,2018-07-24 13:16:12:606
-1.3328,2.4885,10.4207,-1.073,3.2512,9.1896,-0.3262,-1.1166,-0.0852,0.0119,0.021,0.0544,3361,0.4,4.54,-19.74,11.47,-19.49,6.61,3.1,983.19,61.597,42.49768,-83.44052,792.22,912.5245476,,32.15,10.374194,198.5,17 / 18,49518,2018-07-24 13:16:13:106
-1.3567,2.4526,10.5188,-1.1223,3.0925,9.2384,-0.3735,-0.7994,0.6507,-0.0256,0.0225,0.0583,3342,-0.21,4.29,-19.82,13.14,-18.67,6.8,3.1,983.23,63.516,42.49768,-83.44052,792.22,910.18757,,32.15,10.374194,198.5,17 / 18,50018,2018-07-24 13:16:13:606
-1.328,2.278,9.6598,-1.141,2.964,9.2781,-0.1579,-0.668,0.2261,0.0092,0.0394,0.0607,3395,0.04,5.04,-19.14,12.49,-17.59,7.01,3.1,983.25,61.393,42.49761,-83.440544,793.76,910.18757,,30.56,10.374194,195.3,17 / 18,50518,2018-07-24 13:16:14:106
-1.0863,2.2181,10.203,-1.2086,2.8553,9.3036,-0.1639,-0.6594,0.8121,-0.0197,0.0383,0.0617,3392,0.34,3.38,-20.08,16.18,-17.37,7.32,3.1,983.26,63.17,42.49761,-83.440544,793.76,910.18757,,30.56,10.374194,195.3,17 / 18,51018,2018-07-24 13:16:14:606
-1.0361,2.3091,10.6959,-1.2196,2.7442,9.3355,-0.0667,-0.7435,0.1984,-0.049,0.0249,0.0444,3380,0.47,2.22,-25.9,19.61,-16.65,7.33,3.1,983.3,61.994,42.497536,-83.44056,793.59,910.18757,,28.8,10.374194,191.6,18 / 18,51518,2018-07-24 13:16:15:106
-0.8925,1.9789,10.2939,-1.2413,2.7183,9.3403,0.1307,-0.7564,0.5545,-0.0075,0.0444,0.0208,3380,1.82,1.9,-24.62,7.66,-16.36,7.33,3.1,983.33,63.589,42.497536,-83.44056,793.59,910.18757,,28.8,10.374194,191.6,18 / 18,52018,2018-07-24 13:16:15:606
-1.3448,1.5601,9.9781,-1.159,2.4517,9.4242,-0.0101,-0.9179,0.0557,0.0131,-0.003,0.0322,3359,-0.39,2.54,-25.79,18.94,-14.56,7.12,3.1,983.32,61.251,42.49747,-83.440575,793.09,910.18757,,26.57,10.374194,188.7,18 / 18,52518,2018-07-24 13:16:16:106
-1.1844,1.2395,11.0883,-1.1786,2.2549,9.4708,0.0604,-1.0401,0.6353,0.0161,-0.0044,0.0401,3340,-0.56,3.27,-26.68,24.97,-13.94,7.14,3.1,983.31,65.016,42.49747,-83.440575,793.09,910.18757,,26.57,10.374194,188.7,18 / 18,53018,2018-07-24 13:16:16:606
-0.7657,1.3663,10.3872,-1.1413,2.1741,9.4943,0.2135,-0.9053,0.5182,-0.0372,-0.0052,0.0461,3333,-2.16,1.67,-25.56,33.73,-12.81,6.85,3.1,983.34,61.843,42.497417,-83.440575,793.5,910.18757,,23.26,10.374194,186.8,18 / 18,53518,2018-07-24 13:16:17:106
-0.792,1.3185,9.8393,-1.1064,2.053,9.5253,0.4995,-0.6951,-0.222,0.0139,0.0102,0.0444,3320,-1.81,2.51,-26.1,31.56,-12.04,6.84,3.1,983.38,63.64,42.497417,-83.440575,793.5,910.18757,,23.26,10.374194,186.8,18 / 18,54019,2018-07-24 13:16:17:607
-1.0576,1.2514,10.0618,-1.1709,1.9635,9.5365,0.2482,-0.792,0.1628,0.0023,0.0229,0.0361,3306,-2.38,2.64,-23.88,32.66,-11.55,7,3.1,983.45,57.905,42.497368,-83.440575,793.78,910.18757,,18.29,10.374194,184.2,18 / 18,54518,2018-07-24 13:16:18:106
-1.2969,1.0792,10.1169,-1.2044,1.8842,9.5483,0.0719,-0.7898,0.4184,-0.0114,-0.0268,0.0334,3245,-3.3,3.28,-22.77,38.84,-11.26,7.29,3.1,983.45,56.743,42.497368,-83.440575,793.78,910.18757,,18.29,10.374194,184.2,18 / 18,55019,2018-07-24 13:16:18:607
-0.2225,0.7801,9.4253,-1.1094,1.5886,9.6133,0.2537,-0.8205,-0.2939,-0.0246,0.0265,0.0031,3261,-4.49,2.73,-21.19,44.64,-9.69,6.39,3.1,983.47,55.279,42.497337,-83.44058,791.79,910.18757,,13.57,10.374194,183.6,18 / 18,55518,2018-07-24 13:16:19:106
-0.8734,0.6796,9.6957,-1.0671,1.4772,9.6358,0.2453,-0.7792,-0.1414,0.0064,-0.0105,0.0135,3273,-2.87,4.79,-21.88,33.91,-8.62,6.55,3.1,983.47,56.63,42.497337,-83.44058,791.79,910.18757,,13.57,10.374194,183.6,18 / 18,56022,2018-07-24 13:16:19:610
-0.8901,1.462,10.1216,-1.0236,1.4687,9.6419,0.1375,-0.0312,0.1068,0.0064,-0.004,0.0104,3284,-4.28,2.51,-22.29,45.56,-8.61,6.06,3.1,983.48,52.969,42.497326,-83.44058,791.55,910.18757,,7.09,10.374194,181.4,18 / 18,56518,2018-07-24 13:16:20:106
-0.9141,2.0195,9.8225,-0.9207,1.7171,9.6112,0.0185,0.268,-0.0894,0.0031,-0.002,0.0013,3276,-4.96,2.23,-21.72,39.27,-9.27,5.51,3.1,983.49,52.99,42.497326,-83.44058,791.55,910.18757,,7.09,10.374194,181.4,18 / 18,57019,2018-07-24 13:16:20:607
-0.9667,2.3019,9.6503,-0.925,1.9745,9.5612,-0.0346,0.3231,-0.1049,0.0045,0.0017,-6.00E-04,3279,-3.28,2.06,-26.02,38.32,-11.18,5.49,3.1,983.48,53.282,42.497326,-83.44058,791.55,910.18757,,7.09,10.374194,181.4,18 / 18,57519,2018-07-24 13:16:21:107
-1.0193,2.747,9.5498,-0.9502,2.1865,9.5125,-0.0375,0.4848,-0.1402,-8.00E-04,5.00E-04,-8.00E-04,3279,-2.47,1.12,-27.35,35.21,-12.08,5.61,3.1,983.49,52.626,42.497326,-83.44058,791.55,910.18757,,7.09,10.374194,181.4,18 / 18,58018,2018-07-24 13:16:21:606
-1.0026,2.6417,9.5737,-0.991,2.4983,9.4311,-0.0185,0.1145,-0.0523,3.00E-04,0.0011,0,3279,-5.11,2.46,-22.87,44.25,-14.55,5.95,3.1,983.49,53.649,42.497314,-83.44058,792.79,910.18757,,0,10.374194,,18 / 18,58519,2018-07-24 13:16:22:107
-1.0074,2.7063,9.588,-1.0006,2.5871,9.4062,-0.002,0.0578,-0.0072,9.00E-04,5.00E-04,0,3279,-3.21,2.04,-24.82,33.92,-15.2,6.07,3.1,983.49,52.908,42.497314,-83.44058,792.79,910.18757,,0,10.374194,,18 / 18,59019,2018-07-24 13:16:22:607
-1.017,2.668,9.5426,-1.0041,2.6206,9.3965,0.0044,0.0056,-0.0199,9.00E-04,0.0015,-2.00E-04,3279,-3.31,2.56,-24.35,31.07,-15.5,6.1,3.1,983.49,52.255,42.497314,-83.44058,792.79,910.18757,,0,10.374194,,18 / 18,59518,2018-07-24 13:16:23:106
-1.0289,2.7087,9.5498,-1.0066,2.6371,9.3916,-0.0041,0.0156,-0.0138,5.00E-04,0.0019,0,3279,-4.03,2.75,-24.77,35.09,-15.58,6.11,3.1,983.49,53.625,42.497314,-83.44058,792.79,910.18757,,0,10.374194,,18 / 18,60018,2018-07-24 13:16:23:606
-1.0241,2.6991,9.5234,-1.0068,2.6403,9.3907,-0.0015,-0.0023,-0.002,0,-0.0018,2.00E-04,3279,-6.43,3.9,-20.09,41.87,-15.62,6.12,3.1,983.49,52.181,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,18 / 18,60518,2018-07-24 13:16:24:106
-1.0193,2.6824,9.6311,-1.0079,2.6383,9.3912,-0.0063,0.0092,-0.0135,2.00E-04,-2.00E-04,4.00E-04,3272,-5.71,4.18,-19.57,41.87,-15.61,6.11,3.1,983.49,53.42,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,18 / 18,61018,2018-07-24 13:16:24:606
-1.0457,2.7709,9.612,-1.0079,2.6447,9.3894,2.00E-04,0.0337,-0.0137,0.0011,0.0025,2.00E-04,3272,-6.32,3.57,-18.14,42.85,-15.63,6.12,3.1,983.48,51.422,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,18 / 18,61518,2018-07-24 13:16:25:106
-1.1246,3.2949,9.4445,-1.022,2.7508,9.3573,-0.0756,0.5443,-0.1394,0.0119,0.0029,9.00E-04,3272,-5.9,3.28,-19.6,44.66,-16.12,6.2,3.1,983.49,51.883,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,18 / 18,62019,2018-07-24 13:16:25:607
-1.1198,3.1585,9.4708,-1.065,3.0363,9.2637,-0.0244,0.0711,-0.0383,0.0011,0.0051,0.0021,3272,-4.64,3.85,-20.49,36.61,-17.89,6.5,3.1,983.48,52.543,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,17 / 18,62518,2018-07-24 13:16:26:106
-1.1438,3.6634,9.2004,-1.0632,3.1097,9.2396,-0.0524,0.4714,-0.1807,0.0045,-0.0081,0.0055,3249,-5.16,4.37,-17.99,37.36,-18.22,6.59,3.1,983.47,52.128,42.49731,-83.440575,793.55,910.18757,,0,10.374194,,17 / 18,63019,2018-07-24 13:16:26:607
-1.3041,3.3499,9.6837,-1.1204,3.3259,9.1571,-0.1379,-0.0355,0.46,0.0096,-0.0209,0.021,3234,-3.74,4.53,-16.33,30.79,-19.6,6.88,3.1,983.48,52.291,42.497303,-83.440575,793.23,910.18757,,2.2,10.374194,181.3,16 / 18,63519,2018-07-24 13:16:27:107
-1.1222,2.7972,9.6981,-1.063,3.1287,9.2332,0.0241,-0.3619,0.2671,0.0173,-0.0083,0.0027,3192,-6.11,3.35,-18.94,43.07,-18.82,6.58,3.1,983.48,53.827,42.497303,-83.440575,793.23,910.18757,,2.2,10.374194,181.3,16 / 18,64018,2018-07-24 13:16:27:606
-1.1318,3.2016,9.5569,-1.0395,3.062,9.2582,-0.0426,0.1507,0.0971,-4.00E-04,0,9.00E-04,3188,-6.8,2.76,-18.91,46.87,-18.19,6.41,3.1,983.47,53.041,42.4973,-83.440575,792.91,910.18757,,3.67,10.374194,181.3,17 / 18,64519,2018-07-24 13:16:28:107
-1.1246,3.4744,9.4325,-1.0622,3.1952,9.2105,-0.0304,0.1837,0.0015,-0.0087,-0.0071,0.0031,3147,-5.69,2.84,-17.05,44.41,-18.79,6.54,3.1,983.48,52.462,42.4973,-83.440575,792.91,910.18757,,3.67,10.374194,181.3,17 / 18,65018,2018-07-24 13:16:28:606
-1.0935,3.0221,9.2626,-1.0553,3.1418,9.2296,-0.0152,-0.1475,-0.0361,0.0041,-0.0012,-0.0026,3120,-3.42,4.15,-16.55,28.23,-18.86,6.5,3.1,983.5,54.358,42.497288,-83.440575,793.18,910.18757,,4,10.374194,181.3,17 / 18,65518,2018-07-24 13:16:29:106
-1.0887,3.3141,9.3009,-1.0392,3.1492,9.2289,-3.00E-04,0.1308,-0.0515,-2.00E-04,-0.0032,2.00E-04,3124,-5.75,2.87,-15.21,41.14,-18.48,6.34,3.1,983.49,52.795,42.497288,-83.440575,793.18,910.18757,,4,10.374194,181.3,17 / 18,66019,2018-07-24 13:16:29:607
-1.1557,3.7878,9.0712,-1.0485,3.3699,9.1496,-0.0205,0.4095,-0.1873,-0.0044,0.0108,-0.003,3158,-3.72,4,-18.15,31.72,-20.1,6.54,3.1,983.49,54.613,42.497276,-83.440575,793.37,910.18757,,5.72,10.374194,181.2,17 / 18,66518,2018-07-24 13:16:30:106
-1.2156,3.874,8.8032,-1.0939,3.5494,9.0761,-0.0891,0.1931,-0.3369,-0.0254,7.00E-04,4.00E-04,3196,-6.18,3.43,-18.14,41.9,-21.27,6.82,3.1,983.49,55.094,42.497276,-83.440575,793.37,910.18757,,5.72,10.374194,181.2,17 / 18,67019,2018-07-24 13:16:30:607
-1.0074,3.149,9.3416,-1.0714,3.5162,9.0917,0.1982,-0.5313,0.2549,-8.00E-04,-0.0093,0.0029,3173,-5.34,4.5,-17.6,35.53,-21.12,6.84,3.1,983.5,54.824,42.497257,-83.440575,792.11,910.18757,,8.46,10.374194,179.6,17 / 18,67519,2018-07-24 13:16:31:107
-1.0385,2.6345,9.5306,-1.1186,3.404,9.1286,0.1211,-0.7681,0.2677,-0.0028,0.0062,0.0092,3101,-5.88,3.36,-20.14,36.22,-20.47,7.02,3.1,983.48,55.292,42.497257,-83.440575,792.11,910.18757,,8.46,10.374194,179.6,17 / 18,68019,2018-07-24 13:16:31:607
-1.3448,2.7996,9.4636,-1.1281,3.2737,9.175,-0.1711,-0.5824,0.0972,-0.0057,0.0237,0.006,3155,-4.44,4.48,-17.02,32.91,-19.68,6.89,3.1,983.47,57.321,42.497223,-83.440575,791.75,910.18757,,11.3,10.374194,180.4,17 / 18,68518,2018-07-24 13:16:32:106
-0.9093,2.7446,9.3775,-1.0872,3.2384,9.1924,0.1738,-0.504,-7.00E-04,0.0186,0.0176,0.0084,3166,-4.85,3.09,-17.15,40.29,-19.28,6.75,3.1,983.49,56.684,42.497223,-83.440575,791.75,910.18757,,11.3,10.374194,180.4,17 / 18,69019,2018-07-24 13:16:32:607
-1.1079,2.802,9.0951,-1.0454,3.1257,9.2362,0.07,-0.2583,-0.1186,0.0114,-0.0028,0.0141,3119,-4.82,3.83,-18.66,36.54,-18.79,6.67,3.1,983.49,55.362,42.497196,-83.44057,791.47,910.18757,,12.24,10.374194,180.3,18 / 18,69518,2018-07-24 13:16:33:106
-1.072,4.4076,9.2841,-1.0549,3.295,9.1761,-0.1505,0.8965,-0.1575,-0.0016,-0.0036,0.0106,3052,-5.39,3.46,-18.38,39.56,-19.09,6.54,3.1,983.49,58.07,42.497196,-83.44057,791.47,910.18757,,12.24,10.374194,180.3,18 / 18,70019,2018-07-24 13:16:33:607
-1.1486,4.5894,9.2554,-1.0842,3.4123,9.1297,-0.1336,0.918,0.0485,-0.0042,0.0157,0.0053,3155,-4.42,2.08,-19.38,36.85,-20.21,6.65,3.1,983.47,61.514,42.49716,-83.440575,790.06,910.18757,,13.93,10.374194,179.3,18 / 18,70518,2018-07-24 13:16:34:106
-0.682,3.7639,8.9946,-1.0409,3.4472,9.1216,0.2705,0.1307,-0.2214,-0.0374,0.0151,-0.0079,3299,-6.08,2.62,-16.97,42.84,-20.58,6.51,3.1,983.45,57.633,42.49716,-83.440575,790.06,905.9799889,,13.93,10.374194,179.3,18 / 18,71018,2018-07-24 13:16:34:606
-0.8423,2.9743,9.1765,-0.9828,3.2871,9.1869,0.2168,-0.4677,0.0081,-0.0028,0.0037,-0.0372,3328,-6.48,4.07,-19.87,38.34,-19.67,6.13,3.1,983.44,60.326,42.49711,-83.440575,789.53,905.9799889,,19.01,10.374194,179.3,18 / 18,71521,2018-07-24 13:16:35:109
0.2106,2.991,8.7745,-0.808,3.2858,9.2044,1.206,-0.3411,-0.0097,-0.0223,-0.0714,-0.1136,3328,-7.02,2.33,-17.9,48.03,-19.58,5.02,3.1,983.47,62.185,42.49711,-83.440575,789.53,905.9799889,,19.01,10.374194,179.3,18 / 18,72019,2018-07-24 13:16:35:607
1.395,2.9934,8.9611,-0.4872,3.3496,9.204,1.8717,-0.5379,0.13,0.0699,-0.0244,-0.2107,3346,-4.92,4.56,-16.4,30.11,-19.97,3.03,3.1,983.48,57.283,42.49705,-83.440575,790.2,905.9799889,,22.1,10.374194,181.4,18 / 18,72518,2018-07-24 13:16:36:106
1.0409,3.2662,9.521,-0.3308,3.6111,9.1116,1.6027,-0.09,0.8488,-0.013,-0.0199,-0.2989,3391,-4.38,2.8,-16.16,27.45,-22.05,1.93,3.1,983.46,62.073,42.49705,-83.440575,790.2,905.9799889,,22.1,10.374194,181.4,18 / 18,73019,2018-07-24 13:16:36:607
1.34,3.7783,9.3248,-0.2687,3.796,9.0382,1.762,-0.2554,0.0213,0.0654,-0.1111,-0.3306,3384,-1.91,3.53,-17.86,13.56,-22.26,1.7,3.1,983.47,62.244,42.496998,-83.44059,789.86,905.9799889,,22.68,10.374194,193.4,18 / 18,73518,2018-07-24 13:16:37:106
1.5194,3.5557,8.8606,-0.0703,3.7752,9.0506,1.6512,-0.3704,-1.0056,-0.0244,-0.2642,-0.2946,3428,1.17,6.28,-18.51,356.21,-22.64,0.45,3.1,983.47,59.197,42.496998,-83.44059,789.86,905.9799889,,22.68,10.374194,193.4,18 / 18,74018,2018-07-24 13:16:37:606
3.4816,3.1609,9.3033,0.5043,3.6504,9.0879,3.0942,-0.5263,0.0594,0.0505,-0.1443,-0.4288,3458,2.89,8.11,-19.49,344.91,-21.44,-2.62,3.1,983.46,59.7,42.49694,-83.44064,788.74,905.9799889,,23.58,10.374194,212.2,18 / 18,74518,2018-07-24 13:16:38:106
3.0724,3.6562,9.2818,0.6303,3.7911,9.0222,2.4993,-0.2059,0.2219,0.0214,-0.1578,-0.4599,3594,3.49,13.2,-19.85,349.87,-22.28,-3.34,3.1,983.42,71.05,42.49694,-83.44064,788.74,905.9799889,,23.58,10.374194,212.2,18 / 18,75018,2018-07-24 13:16:38:606
2.4646,4.4841,9.3272,0.6425,3.9963,8.9324,1.4133,0.3352,0.0803,0.0204,-0.0814,-0.3628,3700,3.53,16.3,-21.86,346.36,-23.71,-4.38,3.1,983.38,60.368,42.496902,-83.44071,787.04,905.9799889,,24.48,10.374194,236,18 / 18,75518,2018-07-24 13:16:39:106
0.8519,4.4865,9.1645,0.5186,4.2069,8.8433,0.3286,0.1216,0.035,0.0118,-0.0545,-0.1969,3751,3.18,17.81,-23.02,350.8,-25.07,-3.01,3.1,983.42,59.625,42.496902,-83.44071,787.04,905.9799889,,24.48,10.374194,236,18 / 18,76018,2018-07-24 13:16:39:606
0.0933,4.7856,9.0042,0.3673,4.3832,8.7649,-0.206,0.2838,-0.1128,0.0163,-0.0022,-0.1064,3751,4.21,17.97,-22.42,348.94,-26.25,-2.72,3.1,983.37,63.068,42.49689,-83.44081,786.12,905.9799889,,26.64,10.374194,253.1,18 / 18,76518,2018-07-24 13:16:40:106
-0.8351,4.6277,8.9659,0.1452,4.3997,8.7631,-0.8797,-0.0122,-0.18,-4.00E-04,-0.0423,-0.0334,3745,5.06,17.97,-22.57,348.47,-26.66,-0.95,3.1,983.31,65.396,42.49689,-83.44081,786.12,905.9799889,,26.64,10.374194,253.1,18 / 18,77018,2018-07-24 13:16:40:606
-0.2919,4.8024,9.3751,-0.0855,4.5142,8.7055,-0.2433,-0.0159,0.1698,0.0025,7.00E-04,-0.0374,3740,1.77,19.18,-21.97,356,-27.36,0.29,3.1,983.26,62.012,42.496887,-83.440926,785.44,905.9799889,,34.09,10.374194,265,18 / 18,77518,2018-07-24 13:16:41:106
-0.4953,4.0893,9.1645,-0.1237,4.4609,8.7325,-0.3716,-0.712,0.227,-0.0338,-0.0087,-0.0079,3722,3.83,19.8,-21.62,351.98,-27.29,0.84,3.1,983.22,62.672,42.496887,-83.440926,785.44,905.9799889,,34.09,10.374194,265,18 / 18,78019,2018-07-24 13:16:41:607
-0.3924,3.7926,8.5089,-0.1813,4.3426,8.7909,-0.1841,-0.5187,-0.1173,-0.0276,-0.0042,-0.0063,3718,3.68,20.2,-23.33,352.73,-26.67,1,3.1,983.15,63.413,42.49688,-83.44106,784.8,905.9799889,,39.82,10.374194,266.8,18 / 18,78518,2018-07-24 13:16:42:106
-0.5623,3.9027,9.2315,-0.3159,4.2249,8.8442,-0.4316,-0.4577,0.0579,-0.0203,0.0139,-4.00E-04,3744,3.8,18.88,-21.57,352.79,-25.74,1.84,3.1,983.15,65.641,42.49688,-83.44106,784.8,905.9799889,,39.82,10.374194,266.8,18 / 18,79019,2018-07-24 13:16:42:607
-0.5408,3.7256,9.5354,-0.3566,4.136,8.8846,-0.3334,-0.6594,0.6044,-0.0201,-0.004,0.0131,3748,3.8,20.67,-23.1,353.9,-25.24,2.27,3.1,983.12,63.373,42.49688,-83.441216,781.16,905.9799889,,43.38,10.374194,267.2,18 / 18,79518,2018-07-24 13:16:43:106
-0.8829,3.2447,8.9013,-0.3898,4.0599,8.9183,-0.331,-0.8618,-0.0841,-0.0071,0.0043,0.0127,3741,3.58,19.19,-22.07,353.46,-24.53,2.5,3.1,983.11,63.833,42.49688,-83.441216,781.16,905.9799889,,43.38,10.374194,267.2,18 / 18,80018,2018-07-24 13:16:43:606
-1.017,3.1107,9.4134,-0.4123,3.8982,8.9891,-0.3529,-0.8569,0.1579,-0.0189,0.0029,0.0131,3733,3.3,18.31,-22.75,355.65,-23.72,2.58,3.1,983.16,61.915,42.496872,-83.44137,779.79,905.9799889,,46.08,10.374194,266.6,18 / 18,80518,2018-07-24 13:16:44:106
-0.8806,2.333,8.6237,-0.4934,3.7887,9.0318,-0.3294,-1.1418,-0.2856,-0.0655,-0.0148,0.0237,3722,3.73,18.6,-21.93,353.89,-22.73,3.13,3.1,983.15,62.178,42.496872,-83.44137,779.79,905.9799889,,46.08,10.374194,266.6,18 / 18,81019,2018-07-24 13:16:44:607
-0.6413,2.5675,8.5998,-0.5563,3.6011,9.1046,-0.2751,-1.0314,0.0265,-0.0252,0.0298,0.0255,3695,6.58,21.15,-20.69,348.04,-21.89,3.2,3.1,983.15,63.463,42.496864,-83.44153,779.68,905.9799889,,47.09,10.374194,265.9,18 / 18,81519,2018-07-24 13:16:45:107
-1.6702,2.4933,9.6239,-0.6501,3.4844,9.1437,-0.7487,-1.0088,0.3314,0.018,0.0237,0.0414,3691,5.24,19.98,-20.02,352.16,-20.81,4.07,3.1,983.25,64.419,42.496864,-83.44153,779.68,905.9799889,,47.09,10.374194,265.9,18 / 18,82018,2018-07-24 13:16:45:606
-1.2251,2.5149,9.8106,-0.7405,3.3174,9.1987,-0.3635,-0.8218,0.4592,0.0155,0.0137,0.034,3714,5.46,18.75,-20.87,352.4,-19.98,4.45,3.1,983.2,64.267,42.49685,-83.44168,779.47,905.9799889,,46.37,10.374194,264.1,18 / 18,82518,2018-07-24 13:16:46:106
